,gsid,zip_code,state,name,gsrating
1084,13789,33321,FL,Everest Charter School,7.0
1085,366,33321,FL,J. P. Taravella High School,6.0
1086,4757,33321,FL,Challenger Elementary School,5.0
1087,373,33321,FL,Riverside Elementary School,7.0
1088,5815,33321,FL,Excelsior Artz Preparatory School,
1089,14420,33321,FL,Rohr Bais Chaya Academy,
1090,13776,33321,FL,Renaissance Charter School At University,6.0
1091,7038,33321,FL,Academy High School-Davie Campus,
1092,12930,33321,FL,Discovery Elementary School,7.0
1093,7844,34984,FL,Treasure Coast High School,5.0
1094,2923,34984,FL,Windmill Point Elementary School,3.0
1095,18263,34984,FL,Westport Private School,
1096,2930,34984,FL,Southport Middle School,5.0
1097,12972,34984,FL,Nau Charter School,2.0
1098,4272,34984,FL,Morningside Academy,
1099,12790,34984,FL,Morningside Academy,
1100,17559,34984,FL,Christ Lutheran School,
1101,2918,34984,FL,Floresta Elementary School,7.0
1102,7670,34984,FL,Oak Hammock K-8 School,5.0
1103,2940,34984,FL,Savanna Ridge Elementary School,4.0
1104,6465,34984,FL,Jensen Beach High School,9.0
1105,8136,34984,FL,Holy Seed Christian Academy,
1106,2942,34984,FL,St. Lucie West Centennial High School,5.0
1107,2924,34984,FL,Village Green Environmental Studies School,5.0
1108,2904,34984,FL,Mariposa Elementary School,4.0
1109,5718,34984,FL,Heritage Christian School,
1110,2941,34984,FL,St. Lucie West K-8 School,6.0
1111,6699,60107,IL,Cornerstone Academy,
1112,1953,60107,IL,Hanover Countryside Elementary School,7.0
1113,1966,60107,IL,Oakhill Elementary School,4.0
1114,4463,60107,IL,St John The Evangelist School,
1115,1969,60107,IL,Ridge Circle Elementary School,4.0
1116,1974,60107,IL,Canton Middle School,3.0
1117,1952,60107,IL,Glenbrook Elementary School,6.0
1118,12257,60107,IL,Parkland Preparatory Academy,
1119,12258,60107,IL,Parkland Preparatory Academy-Int,
1120,1971,60107,IL,Sunnydale Elementary School,6.0
1121,1963,60107,IL,Tefft Middle School,7.0
1122,3223,60107,IL,District 211 Academy - South,
1123,6337,60107,IL,Innovations Academy,
1124,12163,60107,IL,Innovations Academy - Intensive,
1125,1968,60107,IL,Parkwood Elementary School,5.0
1126,1938,60107,IL,Eastview Middle School,9.0
1127,3627,60107,IL,Albert Einstein Elementary School,6.0
1128,3647,60107,IL,Elizabeth Blackwell Elementary School,9.0
1129,6690,60123,IL,Larkin Center School,
1130,12297,60123,IL,Larkin Center-Elgin,
1131,12298,60123,IL,Larkin Center-Elgin-Intensive,
1132,1962,60123,IL,Larkin High School,3.0
1133,12305,60123,IL,Larkin Center-Thatcher Building,
1134,1954,60123,IL,Highland Elementary School,4.0
1135,4778,60123,IL,St Thomas More Elementary School,
1136,7247,60123,IL,Good Shepherd Lutheran School,
1137,1950,60123,IL,Kimball Middle School,4.0
1138,1951,60123,IL,Harriet Gifford Elementary School,5.0
1139,1939,60123,IL,Abbott Middle School,3.0
1140,1956,60123,IL,Hillcrest Elementary School,3.0
1141,1973,60123,IL,Washington Elementary School,2.0
1142,1983,60123,IL,Creekside Elementary School,5.0
1143,12301,60123,IL,Larkin Center-Transitional,
1144,12304,60123,IL,Larkin Center-Highland,
1145,5339,60123,IL,Highland Christian Academy,
1146,4797,60123,IL,St Edward Central Catholic High School,
1147,3966,60431,IL,Troy Shorewood School,6.0
1148,5237,60431,IL,Christs Academy,
1149,3963,60431,IL,Troy Heritage Trail School,4.0
1150,4655,60431,IL,Holy Family School,
1151,5884,60431,IL,Troy Crossroads Elementary School,7.0
1152,3965,60431,IL,Troy Craughwell School,5.0
1153,7364,60431,IL,Trinity Christian School,
1154,9857,60431,IL,Thomas Jefferson Elementary School,4.0
1155,2505,60431,IL,Thomas Jefferson Elementary School,5.0
1156,9849,60431,IL,Troy Hofer Elementary School,5.0
1157,6830,60431,IL,Walnut Trails Elementary School,9.0
1158,6013,60431,IL,Carl Sandburg Elementary School,4.0
1159,5728,60431,IL,River View Elementary School,6.0
1160,3964,60431,IL,Troy Middle School,4.0
1161,2491,60431,IL,Dirksen Junior High School,7.0
1162,5557,60431,IL,St Paul The Apostle School,
1163,3370,60431,IL,Timber Ridge Middle School,9.0
1164,3564,60431,IL,Rockdale Elementary School,4.0
1165,3114,60453,IL,Sward Elementary School,8.0
1166,4429,60453,IL,St Linus Elementary School,
1167,5160,60453,IL,South Side Baptist School,
1168,5317,60453,IL,Southwest Chicago Christian School,
1169,10019,60453,IL,Homer Greek School,
1170,3113,60453,IL,Kolmar Avenue Elementary School,8.0
1171,692,60453,IL,H L Richards High Sch(Campus),4.0
1172,4428,60453,IL,St Germaine School,
1173,1536,60453,IL,Ridge Lawn Elementary School,2.0
1174,3112,60453,IL,J M Hannum Elementary School,4.0
1175,4928,60453,IL,St. Paul Lutheran School,
1176,7120,60453,IL,St Gerald School,
1177,3482,60453,IL,Columbus Manor Elementary School,8.0
1178,3111,60453,IL,J Covington Elementary School,5.0
1179,9880,60453,IL,Moraine Area Career System,
1180,4430,60453,IL,St Catherine Of Alexandria School,
1181,4603,60453,IL,Br Rice High School,
1182,5501,75074,TX,Meadows Elementary School,4.0
1183,5492,75074,TX,Bowman Middle School,8.0
1184,5496,75074,TX,Forman Elementary School,4.0
1185,9515,75074,TX,E-School,
1186,9514,75074,TX,Night School,
1187,5512,75074,TX,Williams High School,6.0
1188,5490,75074,TX,Armstrong Middle School,5.0
1189,7682,75074,TX,Faith Lutheran School,
1190,5515,75074,TX,Dooley Elementary School,7.0
1191,8383,75074,TX,The Childrens Workshop,
1192,5503,75074,TX,Mendenhall Elementary School,4.0
1193,19486,75074,TX,Allan K & Carolyn H Bird Education Center,
1194,19490,75074,TX,Barron Elementary School,5.0
1195,11534,75074,TX,John Knox School,
1196,20380,75074,TX,Richardson Classical Academy,7.0
1197,11695,75074,TX,Otto Middle School,8.0
1198,5517,75074,TX,Plano East Sr High School,6.0
1199,10596,75074,TX,Temple Baptist Christian Academy,
1200,24376,75074,TX,Healthy Beginnings Montessori House,
1201,19226,77070,TX,Cypress-Fairbanks J J A E P,
1202,1711,77070,TX,Cypress Creek High School,7.0
1203,1720,77070,TX,Hancock Elementary School,5.0
1204,1708,77070,TX,Bleyl Middle School,6.0
1205,1717,77070,TX,Matzke Elementary School,7.0
1206,7780,77070,TX,The Banff School,
1207,8041,77070,TX,Cypress Christian School,
1208,10576,77070,TX,Houston Learning Academy - North Campus,
1209,1730,77070,TX,Moore Elementary School,8.0
1210,20382,77070,TX,Ischool High At University Park,9.0
1211,20745,77070,TX,The Oaks Adventist Christian School,
1212,11627,77070,TX,The Oaks Adventist Christian School,
1213,24805,77070,TX,Talent Unbound - An Acton Academy,
1214,8261,77070,TX,The Woods Private School,
1215,1721,77070,TX,Yeager Elementary School,8.0
